path,sha256
output\small_pairs\alignments\1o7j.a__3jq0.a\A.residues.csv,f5fb8bd5ffd4ae4febb6219065090ebbb3930a03c47ad84584f29f727de95095
output\small_pairs\alignments\1o7j.a__3jq0.a\aligned.npz,a69608a24e959ddfbf436f3a8b38d9a03e25e5f17e00bce089ba1688f28905c8
output\small_pairs\alignments\1o7j.a__3jq0.a\B.residues.csv,bc52ef23388a83a7d4eb55cf43aad36d3a8a61b2c8dcf885fa8f095fc9ec0c18
output\small_pairs\alignments\1o7j.a__3ntx.a\A.residues.csv,5a435348dfded9a7e32cb93dc802f8891594a2085c083a2187ebc5647ea6ea53
output\small_pairs\alignments\1o7j.a__3ntx.a\aligned.npz,a7f79c4642b39d3729e9d5e399d88b4909f13e035ef1fcfc2a75d6d3a5d439e0
output\small_pairs\alignments\1o7j.a__3ntx.a\B.residues.csv,ce7fec3572f8c7119b1442bc17168ae6b2c561616112f12216b583270a7426f8
output\small_pairs\alignments\1o7j.a__4eca.b\A.residues.csv,a43d2d9bdd4f497b296c90c5f54980d322829a57b320799ae7e609c0b21444df
output\small_pairs\alignments\1o7j.a__4eca.b\aligned.npz,b2ac2cafafb0700234107142b1c3c049b5845b1e6bba0334f710468baa648ca0
output\small_pairs\alignments\1o7j.a__4eca.b\B.residues.csv,b6da73b3ba5bcca8ca8f48e283186d081a65263ce12404c30e2b558aa00e156b
output\small_pairs\alignments\1o7j.a__4eca.c\A.residues.csv,a43d2d9bdd4f497b296c90c5f54980d322829a57b320799ae7e609c0b21444df
output\small_pairs\alignments\1o7j.a__4eca.c\aligned.npz,e0a8477ddc2e52fcc352ca4a32f39b70f475c47f6823565c3a1715e2d9c90b42
output\small_pairs\alignments\1o7j.a__4eca.c\B.residues.csv,02199a85ba7656a78f7da7d2ab3bef7614afa6fd949b9f903777328f0857dd9b
output\small_pairs\alignments\1o7j.a__4eca.d\A.residues.csv,a43d2d9bdd4f497b296c90c5f54980d322829a57b320799ae7e609c0b21444df
output\small_pairs\alignments\1o7j.a__4eca.d\aligned.npz,907ee98eb4010b8276f2dce8d8d9d77660ef96de3ddbfafc4d82d55f967d5670
output\small_pairs\alignments\1o7j.a__4eca.d\B.residues.csv,01007c0824bf377a4d3dbf9dc5efa34ed832cfc0ec0dd7810688ecd1660a2fac
output\small_pairs\alignments\1o7j.a__4eca.d\parent\A.pdb,8043e7b953cae3c2654f8f6bfc3b8cd0ae9c6c857410e1da0039dfa0830f5bed
output\small_pairs\alignments\1o7j.a__4eca.d\parent\alignment.json,54cca9a6f2eba57cfbcf65cab6f8ccaa07f593f56e0ea91f8c6a8657d7e348be
output\small_pairs\alignments\1o7j.a__4eca.d\parent\B.pdb,61ab32170e51330a39d8eda0c37c0605c93ce0a37bf83dafc460f968962eba8d
output\small_pairs\alignments\1o7j.a__4eca.d\parent\rotation.txt,67e610f685f7a2d86a8a6852dae9e2d13648dac8a7117bc3746e2662f3e9128e
output\small_pairs\alignments\1o7j.a__4eca.d\parent\stderr.txt,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
output\small_pairs\alignments\1o7j.a__4eca.d\parent\stdout.txt,5612518fa5e8d46cd1ac0c4d9fe579a042a357e8869d5e9df940a51149c291c4
output\small_pairs\alignments\1o7j.a__4eca.d\window\A.pdb,bf9962faf45f32d6aaec6e4d3bd856dae94f50cfc5e4efaa3c79b7db453d6fba
output\small_pairs\alignments\1o7j.a__4eca.d\window\alignment.json,48c7ea70ad7941f5ca0e5aadf35408c78109e5674d3be3d98d14a780bf00bb25
output\small_pairs\alignments\1o7j.a__4eca.d\window\B.pdb,89fec061262621a51c240cc4f84eceb1ded2f5c622d40481e03aa0fdb3248d7e
output\small_pairs\alignments\1o7j.a__4eca.d\window\rotation.txt,2eebe9b49c16ee1fa2f36b7b0352e754f2b90143dcef63f9fd11a0aac840b93f
output\small_pairs\alignments\1o7j.a__4eca.d\window\stderr.txt,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
output\small_pairs\alignments\1o7j.a__4eca.d\window\stdout.txt,1c0581b8aba38e47860e5fce75f21b5b0b81a779e4680703695981f8ba9fb3aa
output\small_pairs\alignments\1o7j.a__4eca.c\parent\A.pdb,8043e7b953cae3c2654f8f6bfc3b8cd0ae9c6c857410e1da0039dfa0830f5bed
output\small_pairs\alignments\1o7j.a__4eca.c\parent\alignment.json,b97f7204ad160b8d46898a839b96dddd365e8f14103abf4187fc9628cdc1313f
output\small_pairs\alignments\1o7j.a__4eca.c\parent\B.pdb,4afe677f5ae924f51f17252dd8fec153c1e5ccb94590e5f7787193975cb79704
output\small_pairs\alignments\1o7j.a__4eca.c\parent\rotation.txt,00a7b583069f73d4bdfdd833b2e90d1030a98d4103467bf917dc0b967f1e72ea
output\small_pairs\alignments\1o7j.a__4eca.c\parent\stderr.txt,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
output\small_pairs\alignments\1o7j.a__4eca.c\parent\stdout.txt,687806f00e93620bafe58bac865d98bd70b7c854b9d31728aa84316a33fc60d8
output\small_pairs\alignments\1o7j.a__4eca.c\window\A.pdb,bf9962faf45f32d6aaec6e4d3bd856dae94f50cfc5e4efaa3c79b7db453d6fba
output\small_pairs\alignments\1o7j.a__4eca.c\window\alignment.json,ee81c2d8144af027bcf416fa5902ac73134301eb869116b46ccf7622cb46c9ac
output\small_pairs\alignments\1o7j.a__4eca.c\window\B.pdb,d51cdcdbae9f0e7fd630ef7a00ae1f3cdf58328ba4fa602e4747e52f012afd6f
output\small_pairs\alignments\1o7j.a__4eca.c\window\rotation.txt,fd4ec2dedd699dcd05a8fe6ca4923d04a6c3030556659b659ce3049f8cadb520
output\small_pairs\alignments\1o7j.a__4eca.c\window\stderr.txt,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
output\small_pairs\alignments\1o7j.a__4eca.c\window\stdout.txt,87ea023c2b49772fb3e976aaafb3bf5756659022aa388e674d5227f2fceeb223
output\small_pairs\alignments\1o7j.a__4eca.b\parent\A.pdb,8043e7b953cae3c2654f8f6bfc3b8cd0ae9c6c857410e1da0039dfa0830f5bed
output\small_pairs\alignments\1o7j.a__4eca.b\parent\alignment.json,4ee9bbef1e8dff68cb42cbbe69d6c868f30981564d56faf63e19c93dcbfa36ee
output\small_pairs\alignments\1o7j.a__4eca.b\parent\B.pdb,bdcec4b6c9245fe2653f982274c89659e5352b9b98e76b356600518f0c6ffb40
output\small_pairs\alignments\1o7j.a__4eca.b\parent\rotation.txt,fa5dc39999b0ab02735c18ef9c780c4b3e98ec25781fa784ce8c94ff1f110b12
output\small_pairs\alignments\1o7j.a__4eca.b\parent\stderr.txt,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
output\small_pairs\alignments\1o7j.a__4eca.b\parent\stdout.txt,aa0bab5a86e0049d432b5f3ef8433be60e97cacd11f442ceea5168abf0509b6c
output\small_pairs\alignments\1o7j.a__4eca.b\window\A.pdb,bf9962faf45f32d6aaec6e4d3bd856dae94f50cfc5e4efaa3c79b7db453d6fba
output\small_pairs\alignments\1o7j.a__4eca.b\window\alignment.json,20b4816346742e9670d6d4fc8f3873162c790de09aafb820c6fa60a6ee0b3bf8
output\small_pairs\alignments\1o7j.a__4eca.b\window\B.pdb,dbb7c8faa018719f8bfb6dcbbac895819d9f8a6fe1efe21216aa4b4635a71633
output\small_pairs\alignments\1o7j.a__4eca.b\window\rotation.txt,ed4c3e33ca7a86c90423ce8832b1c0e2cb3abb17ebf1b78241d0cdfa55d43d9c
output\small_pairs\alignments\1o7j.a__4eca.b\window\stderr.txt,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
output\small_pairs\alignments\1o7j.a__4eca.b\window\stdout.txt,21a34579f565c527d80493acb01be1e8c650d8f094b06f101432b75d695079a5
output\small_pairs\alignments\1o7j.a__3ntx.a\parent\A.pdb,8043e7b953cae3c2654f8f6bfc3b8cd0ae9c6c857410e1da0039dfa0830f5bed
output\small_pairs\alignments\1o7j.a__3ntx.a\parent\alignment.json,0c6bf027fedeed4f33148282cf8272c79a6dbb864f4af2bf5ba0e301e04d1b43
output\small_pairs\alignments\1o7j.a__3ntx.a\parent\B.pdb,21d79ff7cdbe1b0af343ffa4c4afa739fc8c459d9d5a3e6916729fc328933edb
output\small_pairs\alignments\1o7j.a__3ntx.a\parent\rotation.txt,0bb7609a5b96b4e949e80c264d1c8d21cf48d0dc6a46dc62d3079aff5f0a5423
output\small_pairs\alignments\1o7j.a__3ntx.a\parent\stderr.txt,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
output\small_pairs\alignments\1o7j.a__3ntx.a\parent\stdout.txt,616499ec17f13e2a791162ae894ba28debe1a51b90a74942e917a15841281927
output\small_pairs\alignments\1o7j.a__3ntx.a\window\A.pdb,a0ab3ad468dd3620b8b2bc979fcc008bb3e2218cc21452a5f068abb93540c75b
output\small_pairs\alignments\1o7j.a__3ntx.a\window\alignment.json,7670320bd05233c435aee8593762841346be8e4455859ca3fff2e2653262da99
output\small_pairs\alignments\1o7j.a__3ntx.a\window\B.pdb,c4d2a78c81b954ce93ad60e39fb9254e181baeb8bfb869e88aac7f9751107e88
output\small_pairs\alignments\1o7j.a__3ntx.a\window\rotation.txt,57e4021965c1e9c010b621c5992912536961f412915b922542d33785f9834f93
output\small_pairs\alignments\1o7j.a__3ntx.a\window\stderr.txt,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
output\small_pairs\alignments\1o7j.a__3ntx.a\window\stdout.txt,494818ca2aaae2e78018cc7ff3b931798af5b5eb5cf9bb18f048e0c627711945
output\small_pairs\alignments\1o7j.a__3jq0.a\parent\A.pdb,8043e7b953cae3c2654f8f6bfc3b8cd0ae9c6c857410e1da0039dfa0830f5bed
output\small_pairs\alignments\1o7j.a__3jq0.a\parent\alignment.json,eebb74dc81389dbbfe7da116cb7e93c7b416d0735ae16bceb320b2b3eadc3de3
output\small_pairs\alignments\1o7j.a__3jq0.a\parent\B.pdb,457516ac1655c815f556cee9d74f9386b5b08d06db662ffbf1cec0d6bcd0e4f7
output\small_pairs\alignments\1o7j.a__3jq0.a\parent\rotation.txt,e512659d65bd5182d9608939bd9d14755da7447569cd97c216af4c355ce554bc
output\small_pairs\alignments\1o7j.a__3jq0.a\parent\stderr.txt,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
output\small_pairs\alignments\1o7j.a__3jq0.a\parent\stdout.txt,e95f5623a455ac2e60a497f7ed8244a6224828229eef66f1520c027d99c9a257
output\small_pairs\alignments\1o7j.a__3jq0.a\window\A.pdb,a4401739383656f408b3ca0fd5ff6e2989ede9d50ed702bc540af59db95cf4e4
output\small_pairs\alignments\1o7j.a__3jq0.a\window\alignment.json,650d3eafa942deb2a3b375c4f8e90536e03a68a212a4f64b25699479b6913284
output\small_pairs\alignments\1o7j.a__3jq0.a\window\B.pdb,f70cb2645bacab9a04450977a7e8cd0ff2e863cfbc6faab41580ec70dc2a4c75
output\small_pairs\alignments\1o7j.a__3jq0.a\window\rotation.txt,916605d552ecf4778083bc765a9383b5ee80af8519dbdafe29ed2a1d4eb5b058
output\small_pairs\alignments\1o7j.a__3jq0.a\window\stderr.txt,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
output\small_pairs\alignments\1o7j.a__3jq0.a\window\stdout.txt,4bf8a70ff7fc0497774741308566aee1306e46bf7b26dc9589a30c85779e6895
output\small_pairs\alignments\1o7j.a__2zsk.a\parent\A.pdb,8043e7b953cae3c2654f8f6bfc3b8cd0ae9c6c857410e1da0039dfa0830f5bed
output\small_pairs\alignments\1o7j.a__2zsk.a\parent\alignment.json,9ef1950c32bab08f10ee676654bade41f7defa9225407e1a570656891accdbb4
output\small_pairs\alignments\1o7j.a__2zsk.a\parent\B.pdb,af2f684e3454436e3277964da3e02e259c43474f363b21e7da6988064fbd8ce8
output\small_pairs\alignments\1o7j.a__2zsk.a\parent\rotation.txt,c997a6562cc2b5e4446b90030f3d3bbcd2ec6f9e442c99e16666505e2e60cfb2
output\small_pairs\alignments\1o7j.a__2zsk.a\parent\stderr.txt,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
output\small_pairs\alignments\1o7j.a__2zsk.a\parent\stdout.txt,fb4991ba7b33dc5e70220f257b467af58f4859faa2db86e2065a55a754ebd07f
output\small_pairs\alignments\1o7j.a__2zsk.a\window\A.pdb,a5aadaf58b1180c7764e328ac1bdf71c47cee32587ebc3ba93dc9b50f424d39f
output\small_pairs\alignments\1o7j.a__2zsk.a\window\alignment.json,b03f693f03f05c483cd28061c5cd4578ceb1a2b721c5f7013485e8d6b0f07781
output\small_pairs\alignments\1o7j.a__2zsk.a\window\B.pdb,ac8b2c9808e1428483681e5d313218081ab59278426b92d1dd15b7e82c3124cc
output\small_pairs\alignments\1o7j.a__2zsk.a\window\rotation.txt,11df4d51593b70296a503360f91620d0b37cf581d1218b7a91ae8d8384b3866f
output\small_pairs\alignments\1o7j.a__2zsk.a\window\stderr.txt,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
output\small_pairs\alignments\1o7j.a__2zsk.a\window\stdout.txt,80775ee567ba80c66bca2a203fe717cf35ab2396cee6322e6ba8a120f5d18ffe
output\small_pairs\alignments\1o7j.a__2fep.a\parent\A.pdb,8043e7b953cae3c2654f8f6bfc3b8cd0ae9c6c857410e1da0039dfa0830f5bed
output\small_pairs\alignments\1o7j.a__2fep.a\parent\alignment.json,e04bfc573cdc1b78ed6ab57bb99d8410f29ebc9072892f0b89b0b02d4b287849
output\small_pairs\alignments\1o7j.a__2fep.a\parent\B.pdb,375ce1eb7fd179bbc4e6c39f1e7beddb8f7f64d6e9a9bb7c575cbb47bf508e99
output\small_pairs\alignments\1o7j.a__2fep.a\parent\rotation.txt,6c63b04103055382f67976eeb284c701c59971310a68a0497fa14912e371409f
output\small_pairs\alignments\1o7j.a__2fep.a\parent\stderr.txt,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
output\small_pairs\alignments\1o7j.a__2fep.a\parent\stdout.txt,9a4f6e201dadfd99059d11f56010c221d3e241e550a104864b4eeaa423d59c96
output\small_pairs\alignments\1o7j.a__2fep.a\window\A.pdb,63eca97500d429d648ff9656b5d820050ca7de3555342b82898bcc3b5c4dff8f
output\small_pairs\alignments\1o7j.a__2fep.a\window\alignment.json,2a802a909a2658f6629f163eb0e45fe71c1ef5b12835f41d7bf0c8bf0c0f69cd
output\small_pairs\alignments\1o7j.a__2fep.a\window\B.pdb,ca7351883358e9656f4de5238a2077455eb15eac719d8b36d04a8f87be04374e
output\small_pairs\alignments\1o7j.a__2fep.a\window\rotation.txt,8be2cf4a9c534770712f8fd797b2ed25badf91f655906ed403e67042bf67c75d
output\small_pairs\alignments\1o7j.a__2fep.a\window\stderr.txt,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
output\small_pairs\alignments\1o7j.a__2fep.a\window\stdout.txt,abe7ba2875399a0f85f8252aa6c2b243c4a311dcfff9f0c8619f5bf460c81991
output\small_pairs\alignments\1o7j.a__2eq5.a\parent\A.pdb,8043e7b953cae3c2654f8f6bfc3b8cd0ae9c6c857410e1da0039dfa0830f5bed
output\small_pairs\alignments\1o7j.a__2eq5.a\parent\alignment.json,1d20790cb5510230fc91debc8dafa247e6ced5a2aa4c4aa427fe05cf233bc797
output\small_pairs\alignments\1o7j.a__2eq5.a\parent\B.pdb,43fb93769945fe9486f10b9487ea85b96612d4ea9fc67e3310d6f4386d80a473
output\small_pairs\alignments\1o7j.a__2eq5.a\parent\rotation.txt,7728ac6d1e9b4177463a320415d6ea9cf98154da9374c5f40ba5240a03e28cea
output\small_pairs\alignments\1o7j.a__2eq5.a\parent\stderr.txt,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
output\small_pairs\alignments\1o7j.a__2eq5.a\parent\stdout.txt,d5ef0cfc453829901d1ac8b49150fc4e64e2831c070dc39a71a0fd1b3a5cb86e
output\small_pairs\alignments\1o7j.a__2eq5.a\window\A.pdb,27c8abc450e5be69827053354158f9c6167ae672d29957304e3e4441a936ca40
output\small_pairs\alignments\1o7j.a__2eq5.a\window\alignment.json,e0e076087a7c06c282595f4e1794409d83795cbd310cec470dcf55999579e6dc
output\small_pairs\alignments\1o7j.a__2eq5.a\window\B.pdb,1f3488377c35f8b31087ef348627225ab52e6499e24c54b88820a29574c3bcbd
output\small_pairs\alignments\1o7j.a__2eq5.a\window\rotation.txt,233d05307479316043c835a9525cad87e862083262fe95a41c0d9ce99cf916d2
output\small_pairs\alignments\1o7j.a__2eq5.a\window\stderr.txt,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
output\small_pairs\alignments\1o7j.a__2eq5.a\window\stdout.txt,b9833f72f0cc944abcfd60864d5eb2bbaa4bf5b8e07214ef53be9016c640e9bc
output\small_pairs\alignments\1o7j.a__1zq1.a\parent\A.pdb,8043e7b953cae3c2654f8f6bfc3b8cd0ae9c6c857410e1da0039dfa0830f5bed
output\small_pairs\alignments\1o7j.a__1zq1.a\parent\alignment.json,b145c7641bb9fb7dd149e102977ade96421833462cd8732f7157fc308d57ae73
output\small_pairs\alignments\1o7j.a__1zq1.a\parent\B.pdb,5a4b34fe46d30a22f87d161fe94fc81bbe22cbef8b729f2544265183d1119435
output\small_pairs\alignments\1o7j.a__1zq1.a\parent\rotation.txt,54578f316b8e2a2a5b75599a532d08bc9efc87f25b35642201eba8111a1d6d8e
output\small_pairs\alignments\1o7j.a__1zq1.a\parent\stderr.txt,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
output\small_pairs\alignments\1o7j.a__1zq1.a\parent\stdout.txt,1d6d9157916b031bce75008175119ea73bbbacaeef4de5f61428521a4d872830
output\small_pairs\alignments\1o7j.a__1zq1.a\window\A.pdb,f5ab6778a93522a40c96aefba090f95202067c53cbb4524cf5bd8f947fe8f6c7
output\small_pairs\alignments\1o7j.a__1zq1.a\window\alignment.json,d9af83360d387a3480b7a844ea0c23188e9f37e0bf9a82f050f2b085eb8583e4
output\small_pairs\alignments\1o7j.a__1zq1.a\window\B.pdb,b694bf434b20bdd3459fb91986e1b52ca4465743e659d5ae67af9c1db813c0d3
output\small_pairs\alignments\1o7j.a__1zq1.a\window\rotation.txt,ed74bcabe2d522a7175051c9aa5f07cb5d3d9aae73fe5feaaeb8f4ee5fbd0474
output\small_pairs\alignments\1o7j.a__1zq1.a\window\stderr.txt,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
output\small_pairs\alignments\1o7j.a__1zq1.a\window\stdout.txt,89d81d51310494b92118ee6620750132a1c8e23d5de504b86ed5a218d8f5a705
output\small_pairs\alignments\1o7j.a__1wls.a\parent\A.pdb,8043e7b953cae3c2654f8f6bfc3b8cd0ae9c6c857410e1da0039dfa0830f5bed
output\small_pairs\alignments\1o7j.a__1wls.a\parent\alignment.json,ac3b684c0354fa8190f3ea1ef1f79d7010b51f92c351767a6716aede8e3e9417
output\small_pairs\alignments\1o7j.a__1wls.a\parent\B.pdb,523007206e6cc08bed2a7db168d28e212aa2bbeb0da221afe704bd795f322450
output\small_pairs\alignments\1o7j.a__1wls.a\parent\rotation.txt,e617de63133259b8942f48ef76577e832d0db0d853de20579b5c20a4e3b15bf3
output\small_pairs\alignments\1o7j.a__1wls.a\parent\stderr.txt,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
output\small_pairs\alignments\1o7j.a__1wls.a\parent\stdout.txt,c31fa71c41f7032ca475bd23f7c310696468aea4ab62214579377c268a29de53
output\small_pairs\alignments\1o7j.a__1wls.a\window\A.pdb,73b8e2da34e08b6bced5283a507229ea8834c177b5e01fac470c8b3e656c8dbc
output\small_pairs\alignments\1o7j.a__1wls.a\window\alignment.json,dc94865a2fca26d8dff4f1f384267138afb5adf8203117ce97e6dadf5462a002
output\small_pairs\alignments\1o7j.a__1wls.a\window\B.pdb,a3a3b9a166ffa6d35009b9d908fbc98ce909311c19304b9d60b24bae271a6a9a
output\small_pairs\alignments\1o7j.a__1wls.a\window\rotation.txt,17fc29fd0434b2931d8d213c7ea1a10b232609019ab33f8f5aa468906d395dcb
output\small_pairs\alignments\1o7j.a__1wls.a\window\stderr.txt,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
output\small_pairs\alignments\1o7j.a__1wls.a\window\stdout.txt,0488e2950ab35c3f78b50c22f3b3efbf5b4b3fc7f95ba5c2c20f616ad9b016ec
output\small_pairs\alignments\1o7j.a__1toh.a\parent\A.pdb,8043e7b953cae3c2654f8f6bfc3b8cd0ae9c6c857410e1da0039dfa0830f5bed
output\small_pairs\alignments\1o7j.a__1toh.a\parent\alignment.json,60ab253412e14d20fa150e4e46424cae537a3995e33a070639d08eb72805bc6d
output\small_pairs\alignments\1o7j.a__1toh.a\parent\B.pdb,3296cc2e22833e2beeb58b9c0d6d62e23335a38a2f50cd4c3076b5fc0ca657a8
output\small_pairs\alignments\1o7j.a__1toh.a\parent\rotation.txt,cdef220833ecc8c42b9e67511ab072b5db685d26332e307771187f3e219d8b8f
output\small_pairs\alignments\1o7j.a__1toh.a\parent\stderr.txt,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
output\small_pairs\alignments\1o7j.a__1toh.a\parent\stdout.txt,3458c77d1b7e9c158cad62d356502870244dc425d2bba67865bcfe9b2a304a77
output\small_pairs\alignments\1o7j.a__1toh.a\window\A.pdb,a4401739383656f408b3ca0fd5ff6e2989ede9d50ed702bc540af59db95cf4e4
output\small_pairs\alignments\1o7j.a__1toh.a\window\alignment.json,6849f28349dbb39d04d847494980bd5f43b4db642e8d17e042f53e8c2c612318
output\small_pairs\alignments\1o7j.a__1toh.a\window\B.pdb,64e6e12ff4abfb7aa607430baf826197c867262d7cf52ad463340d007f1720ef
output\small_pairs\alignments\1o7j.a__1toh.a\window\rotation.txt,e1f0350176321603f56147b4e919a4cfe27920ad2529d70e5f400333ca3313c2
output\small_pairs\alignments\1o7j.a__1toh.a\window\stderr.txt,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
output\small_pairs\alignments\1o7j.a__1toh.a\window\stdout.txt,afde483332f6ee3733f3eb4d26d92b4d773a7af6372fcbff424366f149c78ae1
output\small_pairs\alignments\1o7j.a__1qd1.b\parent\A.pdb,8043e7b953cae3c2654f8f6bfc3b8cd0ae9c6c857410e1da0039dfa0830f5bed
output\small_pairs\alignments\1o7j.a__1qd1.b\parent\alignment.json,7e049b3c8be7e997d87e6944fc1abf0f45c6bc06858b833406b2e31aa6fa6b82
output\small_pairs\alignments\1o7j.a__1qd1.b\parent\B.pdb,0da224b73fda5574a19e0bdeacd08297815775ef5310c793f3405bc09ef3f8ca
output\small_pairs\alignments\1o7j.a__1qd1.b\parent\rotation.txt,b2007b5a241ea4a47abe01dc045d32bf4572b7937ed71a5dfc7ad1a48cf4102e
output\small_pairs\alignments\1o7j.a__1qd1.b\parent\stderr.txt,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
output\small_pairs\alignments\1o7j.a__1qd1.b\parent\stdout.txt,38a26b5add24325d824adfd7de7aabb30aaac88fa959c0cca678b912bc4ac20e
output\small_pairs\alignments\1o7j.a__1qd1.b\window\A.pdb,9ddd8dfd4ba0c12a47ad4308c31813836528a1c7aa6dece14e7b69c06800ea8e
output\small_pairs\alignments\1o7j.a__1qd1.b\window\alignment.json,28627cae3940b68bf6efe5960066c1c9590e810970f4c0be08148ed0876942c8
output\small_pairs\alignments\1o7j.a__1qd1.b\window\B.pdb,e5d6c24f1e620ababba071f1295bed35216b594f2a118a7393d146b8bd0b7719
output\small_pairs\alignments\1o7j.a__1qd1.b\window\rotation.txt,a4d637b366a6ad022e7b04fad44f37096f07345a1d5b0eed39d33fa7268edc1b
output\small_pairs\alignments\1o7j.a__1qd1.b\window\stderr.txt,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
output\small_pairs\alignments\1o7j.a__1qd1.b\window\stdout.txt,58895f181bb98da0ea5b6a369c71284e66148b49dd50ea179c5d1118526d5644
output\small_pairs\alignments\1o7j.a__1hfj.c\parent\A.pdb,8043e7b953cae3c2654f8f6bfc3b8cd0ae9c6c857410e1da0039dfa0830f5bed
output\small_pairs\alignments\1o7j.a__1hfj.c\parent\alignment.json,318e379762ba798a6f5d9ec608496d2eddf1aed8e8a1ffb0bcb176d129986fab
output\small_pairs\alignments\1o7j.a__1hfj.c\parent\B.pdb,362703088d6129f07e11eb81428714b998e98f48f9d759956e68d64394d637ed
output\small_pairs\alignments\1o7j.a__1hfj.c\parent\rotation.txt,961deac759a0317f092b8f658d6d3149a15f243d38f5314a105b0b18ef5333b1
output\small_pairs\alignments\1o7j.a__1hfj.c\parent\stderr.txt,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
output\small_pairs\alignments\1o7j.a__1hfj.c\parent\stdout.txt,28dc9466f0c7b5737ea38ca8d94155dcca45812e53d754dbf5c1361836e07575
output\small_pairs\alignments\1o7j.a__1hfj.c\window\A.pdb,896395a9318084d80f01080e20d6797c141dd8f2ffa712ba589374fe7cb68367
output\small_pairs\alignments\1o7j.a__1hfj.c\window\alignment.json,ca725b74ac7ecda9fbccc2d447fc461fc69a1f2a1adf38408c17d93871a41e19
output\small_pairs\alignments\1o7j.a__1hfj.c\window\B.pdb,7abecb8e551f2b318dbb08dacc5e905d2b0c991b7acc989d4c2c83555c785a5f
output\small_pairs\alignments\1o7j.a__1hfj.c\window\rotation.txt,960ccb549afeef8db99f44544b6da67181d2c29f3d7fb8f0a67400701cf7a5f2
output\small_pairs\alignments\1o7j.a__1hfj.c\window\stderr.txt,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
output\small_pairs\alignments\1o7j.a__1hfj.c\window\stdout.txt,00e9458335009f6ea244180360392f8401aef9c2eed5d97cddf55111a88eb656
output\small_pairs\alignments\1o7j.a__1d9q.d\parent\A.pdb,8043e7b953cae3c2654f8f6bfc3b8cd0ae9c6c857410e1da0039dfa0830f5bed
output\small_pairs\alignments\1o7j.a__1d9q.d\parent\alignment.json,4882390959afa97bc657ee1bbff32a35a33d70e01daf7ce446466433f21c5ed6
output\small_pairs\alignments\1o7j.a__1d9q.d\parent\B.pdb,8c86ff8411a519f8bface967da1c414b6aa864cd88e804afda0ca437683b34bb
output\small_pairs\alignments\1o7j.a__1d9q.d\parent\rotation.txt,1651da90ace3f52db6e53bcddfc1928bbd2b8a5e591bab0e4f67f2f750880e8e
output\small_pairs\alignments\1o7j.a__1d9q.d\parent\stderr.txt,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
output\small_pairs\alignments\1o7j.a__1d9q.d\parent\stdout.txt,4871678dc31e8844d2da89f6246959973cbac1783430ed7c4c5da980696e8872
output\small_pairs\alignments\1o7j.a__1d9q.d\window\A.pdb,2d6c61b51c1089f4452d18bb3b714b660b7453ff0899bf1fd094b1174290681b
output\small_pairs\alignments\1o7j.a__1d9q.d\window\alignment.json,a0d04697c933329f1887ce655cf0d0e32eb2cc29e6312218ed122108f4fecb0a
output\small_pairs\alignments\1o7j.a__1d9q.d\window\B.pdb,06f42039ecd191b713dcea7cc56df6c02204c258556bffcfdd6e5827cf8375e3
